treeid,featureid,icon,lat,lon,Common name,Scientific name,Height class,Diameter at breast height,Age class,Canopy radius,Tree Asset Value, Scientific name,Additional taxonomy,Tree information
3120,269878,478ba3,41.785039055,-87.59257949,Maple-Sugar,Acer saccharum,Small,8 in.,Semi-mature,8 ft.,$692.11,,,
3122,269879,478ba3,41.785343294,-87.59271351,Maple-Sugar,Acer saccharum,Small,7.6 in.,Semi-mature,8 ft.,$624.63,,,
3123,269880,478ba3,41.785349953,-87.592534166,Maple-Sugar,Acer saccharum,Medium,10.6 in.,Semi-mature,10 ft.,"$2,025.13",,,
3124,269881,478ba3,41.785357428,-87.592359098,Maple-Sugar,Acer saccharum,Medium,9.4 in.,Semi-mature,10 ft.,$955.54,,,
3125,269882,478ba3,41.785427049,-87.592357392,Maple-Sugar,Acer saccharum,Medium,10.4 in.,Semi-mature,10 ft.,"$1,949.43",,,
3126,269883,478ba3,41.785426735,-87.592513223,Maple-Sugar,Acer saccharum,Medium,9.3 in.,Semi-mature,10 ft.,"$1,558.86",,,
3128,269884,478ba3,41.785606516,-87.592538145,Maple-Sugar,Acer saccharum,Medium,8.3 in.,Semi-mature,10 ft.,"$1,241.65",,,
3129,269885,478ba3,41.785687154,-87.592361808,Redcedar-Eastern,Juniperus virginiana,Small,4 in.,Semi-mature,6 ft.,"$3,179.36",,,
3130,269886,478ba3,41.78574826,-87.592467355,Maple-Red,Acer rubrum,Medium,9.5 in.,Semi-mature,8 ft.,"$1,219.97",,,
3131,269887,478ba3,41.785725437,-87.592588585,Maple-Red,Acer rubrum,Medium,8.3 in.,Semi-mature,8 ft.,$399.10,,,
3132,269888,478ba3,41.785700129,-87.592586874,Maple-Red,Acer rubrum,Medium,8 in.,Semi-mature,8 ft.,$617.95,,,
3133,269889,478ba3,41.785687413,-87.592611118,Maple-Red,Acer rubrum,Medium,6.2 in.,Semi-mature,8 ft.,$371.16,,,
3134,269890,478ba3,41.785723246,-87.592641223,Maple-Red,Acer rubrum,Medium,7 in.,Semi-mature,8 ft.,$473.12,,,
3135,269891,478ba3,41.785732943,-87.592681663,Maple-Red,Acer rubrum,Medium,8.7 in.,Semi-mature,8 ft.,$730.82,,,
3136,269892,478ba3,41.785447414,-87.592744235,Oak-Northern Red,,Medium,13.1 in.,Semi-mature,15 ft.,"$3,788.96",Quercus rubra,,
3137,269893,478ba3,41.785450768,-87.592874029,Oak-Northern Red,,Medium,11.6 in.,Semi-mature,15 ft.,"$2,970.94",Quercus rubra,,
3138,269895,478ba3,41.785447993,-87.592934691,Oak-Northern Red,,Medium,13 in.,Semi-mature,15 ft.,"$3,731.34",Quercus rubra,,
3139,269896,478ba3,41.785500248,-87.592923262,Euonymus,Euonymus sp,Small,4 in.,Semi-mature,8 ft.,"$1,059.79",,,
3140,269897,478ba3,41.785551746,-87.592890648,Hawthorn,Crataegus sp,Small,"6 in., 4 in., 4 in.",Semi-mature,10 ft.,"$1,072.40",,,
3141,269898,478ba3,41.785619494,-87.592882314,Crabapple,Malus sp,Small,3 in.,Semi-mature,10 ft.,$425.81,,,
3142,269899,478ba3,41.785646771,-87.592916631,Hawthorn,Crataegus sp,Small,4.5 in.,Semi-mature,8 ft.,$447.10,,,
3143,269900,478ba3,41.785726581,-87.592896848,Crabapple,Malus sp,Small,3 in.,Semi-mature,8 ft.,$425.81,,,
3144,269901,014368,41.785936062,-87.59286859,Hawthorn,Crataegus sp,Small,"8.2 in., 7 in.",Mature,10 ft.,"$2,566.45",,,
3145,269902,014368,41.785942241,-87.592805219,Hawthorn,Crataegus sp,Small,15.5 in.,Mature,15 ft.,"$5,304.46",,,
3146,269903,478ba3,41.785946849,-87.592426759,Hawthorn,Crataegus sp,Small,"6.3 in., 4 in.",Semi-mature,8 ft.,$878.27,,,
3147,269904,478ba3,41.785935603,-87.592398343,Burning Bush,Euonymus alatus,Small,"2 in., 2 in.",Semi-mature,6 ft.,$706.53,,,
3148,269905,478ba3,41.785954811,-87.5923603,Pear-Callery,,Medium,8.6 in.,Semi-mature,10 ft.,"$1,632.96",Pyrus calleryana,,
3149,269906,014368,41.785700652,-87.592173781,Hawthorn,Crataegus sp,Medium,14.5 in.,Mature,10 ft.,"$4,642.09",,,
3150,269907,478ba3,41.78574035,-87.592307314,Dogwood-Corneliancherry,Cornus mas,Small,"4 in., 4 in., 4 in., 3 in., 3 in., 3 in.",Semi-mature,8 ft.,"$1,892.48",,,
3151,269908,478ba3,41.785973462,-87.592204689,Burning Bush,Euonymus alatus,Small,"2 in., 2 in.",Semi-mature,6 ft.,"$2,649.47",,,
3153,269909,478ba3,41.785929463,-87.592045363,Magnolia-Saucer,,Medium,"8.2 in., 7.3 in., 7 in., 6.8 in.",Semi-mature,10 ft.,"$4,083.40",Magnolia x soulangiana,,
3154,269910,478ba3,41.78597269,-87.591861134,Dogwood-Pagoda,Cornus alternifolia,Small,"2 in., 2 in., 2 in.",Semi-mature,6 ft.,$264.95,,,
3185,269923,548931,41.785974113,-87.590891681,Serviceberry,Amelanchier sp,Small,"1 in., 1 in., 1 in., 1 in., 1 in., 1 in.",Young,4 ft.,$794.84,,,
3186,269924,478ba3,41.785903255,-87.590771157,Crabapple,Malus sp,Small,4.5 in.,Semi-mature,6 ft.,$447.10,,,
3187,269925,478ba3,41.785900907,-87.590717481,Crabapple,Malus sp,Small,4.5 in.,Semi-mature,6 ft.,$447.10,,,
3201,269926,478ba3,41.785959459,-87.59043757,Honeylocust-Thornless Common,Gleditsia triacanthos,Medium,14.1 in.,Semi-mature,20 ft.,"$4,389.51",,,
3202,269927,478ba3,41.786032599,-87.590125119,Oak-Northern Red,,Medium,7.9 in.,Semi-mature,15 ft.,$984.25,Quercus rubra,,
3203,269928,478ba3,41.78604126,-87.590050293,Oak-Northern Red,,Medium,7.4 in.,Semi-mature,15 ft.,$863.60,Quercus rubra,,
3204,269929,478ba3,41.78605995,-87.589949512,Oak-Northern Red,,Medium,8 in.,Semi-mature,15 ft.,"$1,413.05",Quercus rubra,,
3205,269930,478ba3,41.786035797,-87.589853332,Oak-Northern Red,,Medium,8.3 in.,Semi-mature,15 ft.,"$1,521.02",Quercus rubra,,
3206,269931,478ba3,41.786063485,-87.58977028,Oak-Northern Red,,Medium,10 in.,Semi-mature,15 ft.,"$2,207.89",Quercus rubra,,
3207,269932,478ba3,41.786057767,-87.589679531,Oak-Northern Red,,Medium,11.3 in.,Semi-mature,15 ft.,"$2,819.26",Quercus rubra,,
3208,269933,014368,41.785966223,-87.590163816,Maple-Norway,Acer platanoides,Medium,16 in.,Mature,20 ft.,"$3,460.53",,,
3209,269934,014368,41.78597784,-87.589987554,Maple-Norway,Acer platanoides,Medium,16.9 in.,Mature,20 ft.,"$2,316.47",,,
3210,269935,478ba3,41.785844874,-87.58991744,Crabapple,Malus sp,Small,5.7 in.,Semi-mature,8 ft.,$512.39,,,
3211,269936,014368,41.785966543,-87.589843098,Maple-Norway,Acer platanoides,Medium,16 in.,Mature,20 ft.,"$3,460.53",,,
3212,269937,478ba3,41.785969809,-87.589719373,Maple-Norway,Acer platanoides,Medium,10.2 in.,Semi-mature,15 ft.,"$1,968.93",,,
3213,269938,478ba3,41.785980764,-87.589636685,Maple-Norway,Acer platanoides,Medium,10.5 in.,Semi-mature,15 ft.,"$2,086.46",,,
3214,269939,478ba3,41.785894933,-87.589601898,Oak-Northern Red,,Medium,9.8 in.,Semi-mature,15 ft.,"$2,120.46",Quercus rubra,,
3215,269940,478ba3,41.785870932,-87.589669093,Maple-Norway,Acer platanoides,Small,6.1 in.,Semi-mature,6 ft.,$0.00,,,
3216,269941,478ba3,41.785796254,-87.589646038,Oak-Northern Red,,Small,8.6 in.,Semi-mature,10 ft.,"$1,632.96",Quercus rubra,,
3217,269942,478ba3,41.785715023,-87.589705529,Oak-Northern Red,,Medium,9.5 in.,Semi-mature,15 ft.,"$1,992.62",Quercus rubra,,
3218,269943,478ba3,41.78566902,-87.589661931,Oak-Northern Red,,Medium,10.7 in.,Semi-mature,15 ft.,"$2,527.81",Quercus rubra,,
3219,269944,478ba3,41.785609323,-87.589752486,Alder-Common,Alnus glutinosa,Medium,6.5 in.,Semi-mature,8 ft.,$932.83,,,
3220,269945,478ba3,41.78557236,-87.589719049,Dogwood-Corneliancherry,Cornus mas,Small,"3 in., 3 in.",Semi-mature,8 ft.,$324.42,,,
3221,269946,478ba3,41.785544395,-87.589707003,Linden-Littleleaf,,Medium,12 in.,Semi-mature,15 ft.,"$3,179.36",Tilia cordata,,
3222,269947,478ba3,41.785518015,-87.589714292,Dogwood-Corneliancherry,Cornus mas,Small,"3 in., 3 in.",Semi-mature,6 ft.,$324.42,,,
3223,269948,478ba3,41.785498733,-87.589662846,Alder-Common,Alnus glutinosa,Medium,8 in.,Semi-mature,6 ft.,"$1,413.05",,,
3224,269949,478ba3,41.785460115,-87.589705306,Oak-Northern Red,,Medium,8 in.,Semi-mature,10 ft.,"$1,009.32",Quercus rubra,,
3225,269950,478ba3,41.785105823,-87.589719251,Hornbeam-American,Carpinus caroliniana,Small,5 in.,Semi-mature,8 ft.,$551.97,,,
3226,269951,478ba3,41.785138102,-87.589701098,Hornbeam-American,Carpinus caroliniana,Small,5 in.,Semi-mature,8 ft.,$551.97,,,
3227,269952,478ba3,41.785177806,-87.589719844,Hornbeam-American,Carpinus caroliniana,Small,6 in.,Semi-mature,6 ft.,$794.84,,,
3228,269953,478ba3,41.785224484,-87.589720598,Hornbeam-American,Carpinus caroliniana,Small,6 in.,Semi-mature,6 ft.,$794.84,,,
3229,269954,478ba3,41.785286755,-87.589663884,Hornbeam-American,Carpinus caroliniana,Small,4.5 in.,Semi-mature,6 ft.,$447.10,,,
3230,269955,478ba3,41.785267966,-87.589721996,Hornbeam-American,Carpinus caroliniana,Small,6 in.,Semi-mature,6 ft.,$794.84,,,
3231,269956,478ba3,41.785317003,-87.589666943,Hornbeam-American,Carpinus caroliniana,Small,6 in.,Semi-mature,6 ft.,$794.84,,,
3232,269957,478ba3,41.785324747,-87.589706216,Hornbeam-American,Carpinus caroliniana,Small,6 in.,Semi-mature,6 ft.,$794.84,,,
3233,269958,478ba3,41.785318829,-87.589804944,Hornbeam-American,Carpinus caroliniana,Small,6 in.,Semi-mature,6 ft.,$794.84,,,
3234,269959,478ba3,41.785288041,-87.589814834,Hornbeam-American,Carpinus caroliniana,Small,6 in.,Semi-mature,6 ft.,$794.84,,,
3235,269960,478ba3,41.78529115,-87.589894796,Hornbeam-American,Carpinus caroliniana,Small,5.5 in.,Semi-mature,6 ft.,$477.06,,,
3236,269961,478ba3,41.785324253,-87.589887584,Hornbeam-American,Carpinus caroliniana,Small,5 in.,Semi-mature,6 ft.,$551.97,,,
3237,269962,478ba3,41.78532373,-87.589954506,Hornbeam-American,Carpinus caroliniana,Small,6 in.,Semi-mature,6 ft.,$794.84,,,
3238,269963,478ba3,41.785269839,-87.589967138,Hornbeam-American,Carpinus caroliniana,Small,6.5 in.,Semi-mature,6 ft.,$932.83,,,
3239,269964,478ba3,41.78526822,-87.590007181,Hornbeam-American,Carpinus caroliniana,Small,5.5 in.,Semi-mature,6 ft.,$667.89,,,
3240,269965,478ba3,41.785291289,-87.590043905,Hornbeam-American,Carpinus caroliniana,Small,5 in.,Semi-mature,6 ft.,$551.97,,,
3241,269966,478ba3,41.785300292,-87.590110587,Hornbeam-American,Carpinus caroliniana,Small,5 in.,Semi-mature,6 ft.,$551.97,,,
3242,269967,478ba3,41.785247971,-87.590114906,Hornbeam-American,Carpinus caroliniana,Small,6 in.,Semi-mature,6 ft.,$794.84,,,
3243,269968,478ba3,41.785263178,-87.590160492,Hornbeam-American,Carpinus caroliniana,Small,5 in.,Semi-mature,6 ft.,$551.97,,,
3244,269969,478ba3,41.785310871,-87.590169383,Hornbeam-American,Carpinus caroliniana,Small,6 in.,Semi-mature,6 ft.,$794.84,,,
3245,269970,478ba3,41.785318835,-87.590239042,Hornbeam-American,Carpinus caroliniana,Small,6.5 in.,Semi-mature,6 ft.,$932.83,,,
3246,269971,478ba3,41.785259888,-87.590209941,Hornbeam-American,Carpinus caroliniana,Small,5 in.,Semi-mature,6 ft.,$551.97,,,
3247,269972,478ba3,41.785314583,-87.590318293,Hornbeam-American,Carpinus caroliniana,Small,6 in.,Semi-mature,6 ft.,$794.84,,,
3248,269973,478ba3,41.78531554,-87.590378691,Hornbeam-American,Carpinus caroliniana,Small,6 in.,Semi-mature,6 ft.,$794.84,,,
3249,269974,478ba3,41.785242688,-87.590365764,Hornbeam-American,Carpinus caroliniana,Small,6 in.,Semi-mature,6 ft.,$567.74,,,
3250,269975,478ba3,41.785245588,-87.590289307,Hornbeam-American,Carpinus caroliniana,Small,5 in.,Semi-mature,6 ft.,$551.97,,,
3251,269976,478ba3,41.785231862,-87.590320258,Hornbeam-American,Carpinus caroliniana,Small,6 in.,Semi-mature,6 ft.,$794.84,,,
3252,269977,478ba3,41.785232823,-87.590392335,Hornbeam-American,Carpinus caroliniana,Small,5 in.,Semi-mature,6 ft.,$551.97,,,
3253,269978,478ba3,41.785194039,-87.590386747,Hornbeam-American,Carpinus caroliniana,Small,5 in.,Semi-mature,6 ft.,$551.97,,,
3254,269979,478ba3,41.78516816,-87.590357969,Hornbeam-American,Carpinus caroliniana,Small,6 in.,Semi-mature,6 ft.,$794.84,,,
3255,269980,478ba3,41.785158509,-87.590323238,Hornbeam-American,Carpinus caroliniana,Small,5 in.,Semi-mature,6 ft.,$551.97,,,
3256,269981,478ba3,41.785148907,-87.590419668,Hornbeam-American,Carpinus caroliniana,Small,6 in.,Semi-mature,6 ft.,$794.84,,,
3257,269982,478ba3,41.785082638,-87.590342099,Hornbeam-American,Carpinus caroliniana,Small,6 in.,Semi-mature,6 ft.,$794.84,,,
3258,269983,478ba3,41.785063873,-87.590377156,Hornbeam-American,Carpinus caroliniana,Small,6 in.,Semi-mature,6 ft.,$794.84,,,
3259,269984,478ba3,41.785046913,-87.590373233,Hornbeam-American,Carpinus caroliniana,Small,6 in.,Semi-mature,6 ft.,$794.84,,,
3260,269985,478ba3,41.785049893,-87.590419013,Hornbeam-American,Carpinus caroliniana,Small,6 in.,Semi-mature,6 ft.,$794.84,,,
3261,269986,478ba3,41.784994286,-87.590371404,Hornbeam-American,Carpinus caroliniana,Small,6 in.,Semi-mature,6 ft.,$794.84,,,
3262,269987,478ba3,41.785018209,-87.590313024,Hornbeam-American,Carpinus caroliniana,Small,5 in.,Semi-mature,6 ft.,$551.97,,,
3263,269988,478ba3,41.784961979,-87.590315895,Hornbeam-American,Carpinus caroliniana,Small,5 in.,Semi-mature,6 ft.,$551.97,,,
3264,269989,478ba3,41.784957355,-87.590392632,Hornbeam-American,Carpinus caroliniana,Small,5 in.,Semi-mature,6 ft.,$551.97,,,
3265,269990,548931,41.785426821,-87.590723949,Coffeetree-Kentucky,Gymnocladus dioicus,Small,3 in.,Young,6 ft.,$198.71,,,
3266,269991,014368,41.785544419,-87.590697047,Crabapple,Malus sp,Small,10 in.,Mature,8 ft.,"$2,207.89",,,
3267,269992,014368,41.78552415,-87.590631749,Oak-English,,Medium,13 in.,Mature,8 ft.,"$3,198.29",Quercus robur,,
3268,269993,014368,41.785548626,-87.590677716,Oak-English,,Medium,13 in.,Mature,8 ft.,"$3,198.29",Quercus robur,,
3269,269994,014368,41.785590242,-87.590543699,Oak-English,,Medium,14 in.,Mature,8 ft.,"$3,709.26",Quercus robur,,
3270,269995,014368,41.785513086,-87.590559954,Oak-English,,Medium,13 in.,Mature,8 ft.,"$3,198.29",Quercus robur,,
3271,269996,014368,41.785517556,-87.590509178,Oak-English,,Medium,12 in.,Mature,8 ft.,"$2,725.17",Quercus robur,,
3272,269997,014368,41.785576076,-87.590530799,Oak-English,,Medium,14 in.,Mature,8 ft.,"$3,709.26",Quercus robur,,
3273,269998,014368,41.785578341,-87.590452891,Oak-English,,Medium,15 in.,Mature,8 ft.,"$4,258.08",Quercus robur,,
3274,269999,014368,41.785533247,-87.590416106,Oak-English,,Medium,12 in.,Mature,8 ft.,"$2,725.17",Quercus robur,,
3275,270000,014368,41.785539476,-87.590357674,Oak-English,,Medium,13 in.,Mature,8 ft.,"$2,284.49",Quercus robur,,
3276,270001,014368,41.785561148,-87.590340692,Oak-English,,Medium,15 in.,Mature,8 ft.,"$3,041.48",Quercus robur,,
3277,270002,014368,41.785575312,-87.590277701,Oak-English,,Medium,14 in.,Mature,8 ft.,"$2,649.47",Quercus robur,,
3278,270003,014368,41.785526907,-87.590252881,Oak-English,,Medium,13 in.,Mature,8 ft.,"$2,284.49",Quercus robur,,
3279,270004,014368,41.785561602,-87.590172548,Oak-English,,Medium,15 in.,Mature,8 ft.,"$4,258.08",Quercus robur,,
3280,270005,014368,41.785587681,-87.590194774,Oak-English,,Medium,15 in.,Mature,8 ft.,"$4,258.08",Quercus robur,,
3281,270006,014368,41.785541472,-87.590081923,Oak-English,,Medium,12 in.,Mature,8 ft.,"$2,725.17",Quercus robur,,
3282,270007,014368,41.785526174,-87.590103246,Oak-English,,Medium,16 in.,Mature,8 ft.,"$4,844.74",Quercus robur,,
3283,270008,014368,41.785524576,-87.590037422,Oak-English,,Medium,12 in.,Mature,8 ft.,"$2,725.17",Quercus robur,,
3284,270009,014368,41.785593138,-87.590014117,Oak-English,,Medium,15 in.,Mature,8 ft.,"$4,258.08",Quercus robur,,
3285,270010,014368,41.785620149,-87.589989801,Oak-English,,Medium,14 in.,Mature,8 ft.,"$2,649.47",Quercus robur,,
3286,270011,014368,41.785534125,-87.589977032,Oak-English,,Medium,10 in.,Mature,8 ft.,"$1,351.77",Quercus robur,,
3287,270012,478ba3,41.785619941,-87.589934878,Crabapple,Malus sp,Small,6.3 in.,Semi-mature,8 ft.,$625.94,,,
3155,270013,014368,41.785503159,-87.591930947,Honeylocust-Thornless Common,Gleditsia triacanthos,Large,21.7 in.,Mature,25 ft.,"$10,396.74",,,
3156,270014,014368,41.785477836,-87.592000499,Honeylocust-Thornless Common,Gleditsia triacanthos,Large,23.5 in.,Mature,20 ft.,"$8,709.34",,,
3157,270015,478ba3,41.785442716,-87.591978018,Cherry,Prunus sp,Medium,11.7 in.,Semi-mature,15 ft.,"$1,295.31",,,
3158,270016,014368,41.78546042,-87.591907451,Cherry,Prunus sp,Medium,18.1 in.,Mature,15 ft.,"$5,166.62",,,
3159,270017,014368,41.785548931,-87.591870916,Honeylocust-Thornless Common,Gleditsia triacanthos,Large,29.6 in.,Mature,35 ft.,"$19,344.66",,,
3160,270018,014368,41.785486236,-87.591741598,Pine-Austrian,,Medium,16.3 in.,Mature,15 ft.,"$4,190.10",Pinus nigra,,
3161,270019,014368,41.785457244,-87.591605531,Pine-Austrian,,Medium,17.6 in.,Mature,15 ft.,"$4,885.12",Pinus nigra,,
3162,270020,014368,41.785427347,-87.591650571,Pine-Austrian,,Medium,14 in.,Mature,15 ft.,"$3,091.05",Pinus nigra,,
3163,270021,014368,41.785401219,-87.591592512,Pine-Austrian,,Medium,18 in.,Mature,15 ft.,"$5,109.69",Pinus nigra,,
3164,270022,014368,41.785231043,-87.591609547,Pine-Austrian,,Medium,24.9 in.,Mature,15 ft.,"$9,777.96",Pinus nigra,,
3165,270023,014368,41.78521525,-87.591587607,Pine-Austrian,,Medium,16.5 in.,Mature,15 ft.,"$4,293.56",Pinus nigra,,
3166,270024,014368,41.785200512,-87.591697438,Pine-Austrian,,Medium,18.2 in.,Mature,15 ft.,"$5,223.87",Pinus nigra,,
3167,270025,478ba3,41.785277341,-87.591723392,Maple-Freeman's,Acer x freemanii,Medium,13.5 in.,Semi-mature,15 ft.,"$4,023.88",,,
3168,270026,014368,41.785389479,-87.591707482,Poplar-Eastern,,Large,38.2 in.,Mature,30 ft.,"$12,299.84",Populus deltoides,,
3169,270027,014368,41.785397842,-87.591846736,Cherry,Prunus sp,Medium,14.2 in.,Mature,15 ft.,"$4,451.99",,,
3170,270028,014368,41.785361206,-87.591847694,Cherry,Prunus sp,Medium,15 in.,Mature,15 ft.,"$3,548.40",,,
3171,270029,014368,41.785297359,-87.591887768,Cherry,Prunus sp,Medium,17.5 in.,Mature,15 ft.,"$4,829.76",,,
3172,270030,014368,41.785355581,-87.592046584,Cherry,Prunus sp,Medium,17 in.,Mature,15 ft.,"$4,557.72",,,
3173,270031,014368,41.784566475,-87.590529488,Linden-Littleleaf,,Medium,18.2 in.,Mature,15 ft.,"$5,223.87",Tilia cordata,,
3174,270032,014368,41.784544483,-87.590676937,Linden-Littleleaf,,Large,20.4 in.,Mature,20 ft.,"$6,563.11",Tilia cordata,,
3175,270033,014368,41.78445967,-87.590804553,Linden-Littleleaf,,Large,20.3 in.,Mature,20 ft.,"$6,498.93",Tilia cordata,,
3176,270034,478ba3,41.784414303,-87.590913725,Linden-Littleleaf,,Medium,8.1 in.,Semi-mature,10 ft.,"$1,448.60",Tilia cordata,,
3177,270035,478ba3,41.784371497,-87.590974509,Hackberry,Celtis occidentalis,Medium,11.8 in.,Semi-mature,10 ft.,"$3,513.45",,,
3178,270036,478ba3,41.784407206,-87.591033008,Linden-Littleleaf,,Medium,8.5 in.,Semi-mature,10 ft.,"$1,595.20",Tilia cordata,,
3179,270037,548931,41.784356958,-87.591085472,Ash-Green,Fraxinus pennsylvanica,Small,3 in.,Young,6 ft.,$0.00,,,
3180,270038,478ba3,41.78432831,-87.591118372,Hawthorn,Crataegus sp,Small,4.5 in.,Semi-mature,6 ft.,$319.36,,,
3181,270039,478ba3,41.78433601,-87.591164048,Hawthorn,Crataegus sp,Small,3 in.,Semi-mature,6 ft.,$141.94,,,
3182,270040,478ba3,41.784334968,-87.591203962,Linden-Littleleaf,,Medium,7.5 in.,Semi-mature,10 ft.,"$1,241.94",Tilia cordata,,
3183,270041,478ba3,41.784321376,-87.591294176,Ash-White,Fraxinus americana,Medium,7.4 in.,Semi-mature,10 ft.,$740.23,,,
3184,270042,478ba3,41.784366921,-87.591356421,Ash-White,Fraxinus americana,Medium,6.7 in.,Semi-mature,10 ft.,$606.81,,,
3050,270043,548931,41.784573426,-87.59135541,Elm,Ulmus sp,Small,4.4 in.,Young,8 ft.,$427.45,,,
3051,270044,548931,41.784657619,-87.591361496,Elm,Ulmus sp,Small,3.5 in.,Young,8 ft.,$270.47,,,
3052,270045,548931,41.784741531,-87.5913621,Elm,Ulmus sp,Small,4 in.,Young,6 ft.,$353.26,,,
3053,270046,548931,41.784833925,-87.59136559,Hackberry,Celtis occidentalis,Small,3.5 in.,Young,6 ft.,$220.79,,,
3054,270047,548931,41.784895173,-87.591369988,Hackberry,Celtis occidentalis,Small,3 in.,Young,6 ft.,$162.21,,,
3055,270048,548931,41.784958243,-87.591372762,Oak-Swamp White,Quercus bicolor,Small,3 in.,Young,6 ft.,$162.21,,,
3056,270049,548931,41.785021002,-87.591374575,Tuliptree,,Small,3.2 in.,Young,6 ft.,$193.79,Liriodendron tulipifera,,
3057,270050,548931,41.785092754,-87.591372491,Oak-Swamp White,Quercus bicolor,Small,3 in.,Young,6 ft.,$227.10,,,
3058,270051,548931,41.785163216,-87.591374315,Hophornbeam-American,Ostrya virginiana,Small,2.5 in.,Young,6 ft.,$157.71,,,
3059,270052,548931,41.785226757,-87.591374954,Oak-Bur,,Small,3 in.,Young,6 ft.,$141.94,Quercus macrocarpa,,
3060,270053,548931,41.785274723,-87.591378142,Hackberry,Celtis occidentalis,Small,3 in.,Young,6 ft.,$227.10,,,
3061,270054,548931,41.785443675,-87.591373153,Hophornbeam-American,Ostrya virginiana,Small,3 in.,Young,6 ft.,$227.10,,,
3062,270055,548931,41.785502328,-87.591383205,Ginkgo,Ginkgo biloba,Small,2 in.,Young,6 ft.,$88.32,,,
3063,270056,548931,41.785580563,-87.591387069,Tuliptree,,Small,2 in.,Young,6 ft.,$75.70,Liriodendron tulipifera,,
3064,270057,548931,41.785648093,-87.591376232,Oak-Shingle,,Small,2 in.,Young,6 ft.,$88.32,Quercus imbricaria,,
3065,270058,548931,41.785728184,-87.591378737,Hophornbeam-American,Ostrya virginiana,Small,3 in.,Young,6 ft.,$227.10,,,
3066,270059,548931,41.785789073,-87.591376213,Oak-Shingle,,Small,3 in.,Young,6 ft.,$198.71,Quercus imbricaria,,
3067,270060,548931,41.785879983,-87.591383654,Maple-Freeman's,Acer x freemanii,Small,4.9 in.,Young,8 ft.,$530.11,,,
3068,270061,548931,41.785947251,-87.591394538,Oak-Swamp White,Quercus bicolor,Small,3.5 in.,Young,8 ft.,$309.10,,,
3069,270062,548931,41.785968501,-87.591230662,Coffeetree-Kentucky,Gymnocladus dioicus,Small,4 in.,Young,8 ft.,$353.26,,,
3070,270063,548931,41.785906702,-87.591332651,Witchhazel,,Small,"1 in., 1 in., 1 in., 1 in.",Young,4 ft.,$946.24,Hamamelis virginiana,,
3189,270064,478ba3,41.786037568,-87.591266212,Maple-Norway,Acer platanoides,Medium,10 in.,Semi-mature,15 ft.,"$1,351.77",,,
3190,270065,478ba3,41.786030107,-87.591191218,Honeylocust-Thornless Common,Gleditsia triacanthos,Medium,9.1 in.,Semi-mature,15 ft.,"$1,828.35",,,
3191,270066,478ba3,41.786042642,-87.591120123,Ash-Green,Fraxinus pennsylvanica,Medium,12.6 in.,Semi-mature,15 ft.,"$1,502.25",,,
3192,270067,548931,41.786032434,-87.591020564,Oak-English,,Small,4.5 in.,Young,6 ft.,$383.23,Quercus robur,,
3193,270068,548931,41.786044857,-87.590940447,Oak-English,,Small,5 in.,Young,6 ft.,$473.12,Quercus robur,,
3194,270069,478ba3,41.785994884,-87.590769983,Honeylocust-Thornless Common,Gleditsia triacanthos,Medium,12.8 in.,Semi-mature,15 ft.,"$2,583.86",,,
3195,270070,478ba3,41.786037223,-87.590761167,Oak-Northern Red,,Medium,7 in.,Semi-mature,15 ft.,$772.76,Quercus rubra,,
3196,270071,478ba3,41.786035839,-87.590698746,Honeylocust-Thornless Common,Gleditsia triacanthos,Medium,12.1 in.,Semi-mature,20 ft.,"$3,232.57",,,
3197,270072,014368,41.785959917,-87.590762692,Maple-Norway,Acer platanoides,Large,20.6 in.,Mature,25 ft.,"$8,030.92",,,
3198,270073,478ba3,41.786005822,-87.590615906,Ash-Green,Fraxinus pennsylvanica,Large,13.3 in.,Semi-mature,20 ft.,"$1,673.80",,,
3199,270074,014368,41.785969276,-87.59064137,Maple-Norway,Acer platanoides,Large,16.9 in.,Mature,20 ft.,"$3,860.79",,,
3200,270075,478ba3,41.786022191,-87.590536467,Honeylocust-Thornless Common,Gleditsia triacanthos,Large,11.2 in.,Semi-mature,20 ft.,"$2,769.58",,,
3188,270076,014368,41.78595487,-87.591086385,Honeylocust-Thornless Common,Gleditsia triacanthos,Large,27.5 in.,Mature,30 ft.,"$11,926.55",,,
3288,272518,478ba3,41.785584762,-87.588002583,Linden-Littleleaf,,Medium,8.3 in.,Semi-mature,8 ft.,"$1,086.44",Tilia cordata,,
3289,272519,478ba3,41.785706194,-87.588016303,Linden-Littleleaf,,Medium,9.6 in.,Semi-mature,10 ft.,"$2,034.79",Tilia cordata,,
3290,272520,478ba3,41.785774779,-87.58801715,Linden-Littleleaf,,Medium,10.2 in.,Semi-mature,10 ft.,"$2,297.09",Tilia cordata,,
3291,272521,478ba3,41.785880352,-87.588017921,Linden-Littleleaf,,Medium,11.5 in.,Semi-mature,10 ft.,"$2,919.94",Tilia cordata,,
3292,272522,478ba3,41.785958765,-87.588048675,Linden-Littleleaf,,Medium,11 in.,Semi-mature,10 ft.,"$2,671.55",Tilia cordata,,
3293,272523,478ba3,41.785821716,-87.587880029,Linden-Littleleaf,,Small,9.5 in.,Semi-mature,8 ft.,"$1,992.62",Tilia cordata,,
